Ticket;Symbol;Type;Open time;Open price;Size;Close time;Close price;Profit/Loss;Balance;Sample type;Close type;MAE ($);MFE ($);Time in trade;Comment
6886;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.06.14 13:00:00;177.040;0.4;2023.06.15 00:00:00;177.209;55.41;21322.51;OOS1;Exit After X Bars;-92.03;100.90;11h 0m;
6888;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.06.16 09:00:00;180.052;0.4;2023.06.16 15:00:00;180.995;258.69;21581.20;OOS1;PT;0.00;261.40;6h 0m;
6909;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.06.30 17:00:00;183.818;0.36;2023.06.30 20:00:00;183.426;-100.23;21480.96;OOS1;SL;-97.80;13.22;3h 0m;
6924;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.07.13 15:00:00;181.391;0.33;2023.07.13 16:00:00;180.965;-99.66;21381.31;OOS1;SL;-97.42;15.32;1h 0m;
6934;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.07.21 10:00:00;180.960;0.33;2023.07.21 11:00:00;182.110;260.76;21642.07;OOS1;PT;0.00;262.99;1h 0m;
6951;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.08.07 17:00:00;181.619;0.28;2023.08.08 04:00:00;182.674;205.45;21847.51;OOS1;Exit After X Bars;0.00;207.62;11h 0m;
6957;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.08.10 15:00:00;183.783;0.32;2023.08.10 20:00:00;183.345;-99.30;21748.22;OOS1;SL;-97.13;100.68;5h 0m;
6962;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.08.15 13:00:00;185.298;0.36;2023.08.15 14:00:00;184.900;-101.73;21646.49;OOS1;SL;-99.29;0.00;1h 0m;
6971;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.08.21 19:00:00;186.428;0.37;2023.08.22 06:00:00;186.493;17.64;21664.12;OOS1;Exit After X Bars;-35.90;85.38;11h 0m;
6989;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.09.05 18:00:00;185.594;0.43;2023.09.06 05:00:00;185.311;-83.20;21580.92;OOS1;Exit After X Bars;-97.14;55.43;11h 0m;
7009;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.09.19 15:00:00;183.458;0.44;2023.09.19 16:00:00;183.133;-102.08;21478.84;OOS1;SL;-99.10;8.84;1h 0m;
7023;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.09.28 12:00:00;182.059;0.45;2023.09.28 23:00:00;182.050;-5.85;21472.99;OOS1;Exit After X Bars;-58.63;112.27;11h 0m;
7036;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.10.06 12:00:00;181.806;0.38;2023.10.06 15:00:00;181.432;-101.06;21371.92;OOS1;SL;-98.49;70.58;3h 0m;
7039;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.10.10 12:00:00;182.758;0.38;2023.10.10 15:00:00;182.379;-102.38;21269.55;OOS1;SL;-99.81;6.06;3h 0m;
7041;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.10.11 16:00:00;183.473;0.39;2023.10.12 03:00:00;183.532;24.29;21293.84;OOS1;Exit After X Bars;-80.54;72.70;11h 0m;
7044;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.10.16 20:00:00;182.591;0.4;2023.10.17 07:00:00;182.477;-30.55;21263.29;OOS1;Exit After X Bars;-65.14;39.36;11h 0m;
7050;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.10.19 16:00:00;182.144;0.41;2023.10.20 00:00:00;181.795;-98.09;21165.20;OOS1;SL;-99.16;104.56;8h 0m;
7062;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.10.30 14:00:00;181.768;0.43;2023.10.30 17:00:00;181.437;-101.55;21063.65;OOS1;SL;-98.63;31.29;3h 0m;
7064;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.10.31 12:00:00;183.745;0.41;2023.10.31 15:00:00;183.399;-101.08;20962.57;OOS1;SL;-98.31;23.87;3h 0m;
7068;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.11.03 16:00:00;184.237;0.39;2023.11.06 03:00:00;184.926;187.24;21149.81;OOS1;Exit After X Bars;-21.62;223.78;2d 11h 0m;
7073;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.11.08 16:00:00;185.221;0.44;2023.11.09 03:00:00;185.330;42.65;21192.46;OOS1;Exit After X Bars;-23.48;135.69;11h 0m;
7084;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.11.14 16:00:00;187.699;0.49;2023.11.15 03:00:00;188.023;111.30;21303.76;OOS1;Exit After X Bars;-10.87;197.97;11h 0m;
7092;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.11.21 19:00:00;185.592;0.41;2023.11.22 06:00:00;185.841;71.82;21375.59;OOS1;Exit After X Bars;-10.51;141.50;11h 0m;
7126;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.12.14 19:00:00;181.112;0.27;2023.12.15 06:00:00;181.146;7.07;21382.65;OOS1;Exit After X Bars;-74.47;114.89;11h 0m;
7129;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.12.19 09:00:00;182.272;0.27;2023.12.19 12:00:00;183.632;252.64;21635.29;OOS1;PT;0.00;254.47;3h 0m;
7148;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.01.03 17:00:00;181.342;0.31;2024.01.04 04:00:00;181.606;63.35;21698.64;OOS1;Exit After X Bars;-72.40;87.01;11h 0m;
7149;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.01.04 16:00:00;183.428;0.32;2024.01.05 03:00:00;183.760;74.46;21773.11;OOS1;Exit After X Bars;-52.11;100.01;11h 0m;
7157;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.01.10 03:00:00;183.942;0.33;2024.01.10 14:00:00;184.508;127.20;21900.31;OOS1;Exit After X Bars;-37.28;153.22;11h 0m;
7167;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.01.16 18:00:00;185.901;0.37;2024.01.17 05:00:00;186.049;38.92;21939.23;OOS1;Exit After X Bars;-31.54;113.59;11h 0m;
7171;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.01.19 08:00:00;188.930;0.38;2024.01.19 09:00:00;188.558;-100.54;21838.70;OOS1;SL;-97.96;0.00;1h 0m;
7177;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.01.23 05:00:00;188.922;0.39;2024.01.23 05:00:00;188.559;-100.75;21737.95;OOS1;SL;-98.11;0.00;0s;
7184;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.01.26 17:00:00;188.499;0.37;2024.01.26 18:00:00;188.119;-99.94;21638.01;OOS1;SL;-97.44;14.62;1h 0m;
7199;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.02.07 12:00:00;187.112;0.39;2024.02.07 16:00:00;186.744;-102.10;21535.91;OOS1;SL;-99.46;39.73;4h 0m;
7200;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.02.08 09:00:00;187.936;0.4;2024.02.08 20:00:00;188.460;142.54;21678.45;OOS1;Exit After X Bars;-71.52;150.52;11h 0m;
7205;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.02.13 09:00:00;189.232;0.47;2024.02.13 15:00:00;188.925;-103.17;21575.28;OOS1;SL;-99.99;75.24;6h 0m;
7217;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.02.20 16:00:00;189.714;0.52;2024.02.20 17:00:00;189.437;-103.34;21471.94;OOS1;SL;-99.82;2.16;1h 0m;
7219;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.02.22 02:00:00;190.125;0.52;2024.02.22 13:00:00;190.391;92.34;21564.27;OOS1;Exit After X Bars;-82.88;254.77;11h 0m;
7226;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.02.26 11:00:00;191.016;0.52;2024.02.26 22:00:00;191.124;35.40;21599.67;OOS1;Exit After X Bars;-39.64;106.31;11h 0m;
7232;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.03.01 10:00:00;190.194;0.48;2024.03.01 12:00:00;189.898;-101.71;21497.96;OOS1;SL;-98.46;65.53;2h 0m;
7245;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.03.12 08:00:00;189.061;0.41;2024.03.12 09:00:00;188.714;-101.37;21396.59;OOS1;SL;-98.59;37.79;1h 0m;
7256;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.03.19 06:00:00;190.526;0.45;2024.03.19 17:00:00;191.328;247.06;21643.65;OOS1;Exit After X Bars;-31.50;250.73;11h 0m;
7282;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.04.03 16:00:00;191.102;0.53;2024.04.03 20:00:00;191.839;267.10;21910.75;OOS1;PT;-69.79;270.69;4h 0m;
7287;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.04.09 13:00:00;192.648;0.53;2024.04.09 17:00:00;192.380;-102.02;21808.73;OOS1;SL;-98.43;73.46;4h 0m;
7305;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.04.23 17:00:00;192.764;0.39;2024.04.23 18:00:00;192.398;-101.56;21707.17;OOS1;SL;-98.92;0.00;1h 0m;
7308;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.04.25 11:00:00;194.788;0.4;2024.04.25 15:00:00;194.433;-101.11;21606.06;OOS1;SL;-98.41;42.69;4h 0m;
7309;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.04.26 10:00:00;195.939;0.39;2024.04.26 11:00:00;195.571;-102.10;21503.96;OOS1;SL;-99.46;40.81;1h 0m;
7334;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.05.13 18:00:00;196.092;0.34;2024.05.14 05:00:00;196.404;74.40;21578.36;OOS1;Exit After X Bars;-31.57;82.94;11h 0m;
7337;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.05.17 03:00:00;197.050;0.36;2024.05.17 14:00:00;197.137;19.27;21597.63;OOS1;Exit After X Bars;-65.86;68.61;11h 0m;
7342;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.05.22 09:00:00;199.150;0.41;2024.05.22 20:00:00;199.425;75.36;21672.99;OOS1;Exit After X Bars;-80.41;109.67;11h 0m;
7377;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.06.12 15:00:00;200.938;0.38;2024.06.12 15:00:00;200.564;-101.06;21571.93;OOS1;SL;-98.49;0.00;0s;
7396;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.06.21 22:00:00;201.863;0.41;2024.06.24 09:00:00;201.995;38.58;21610.51;OOS1;Exit After X Bars;-42.34;82.40;2d 11h 0m;
7406;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.07.01 08:00:00;203.971;0.45;2024.07.01 19:00:00;204.308;102.05;21712.55;OOS1;Exit After X Bars;-41.48;237.32;11h 0m;
7408;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.07.02 16:00:00;204.680;0.44;2024.07.03 03:00:00;204.887;64.27;21776.82;OOS1;Exit After X Bars;-93.00;81.11;11h 0m;
7417;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.07.10 16:00:00;207.169;0.47;2024.07.11 03:00:00;207.703;183.99;21960.81;OOS1;Exit After X Bars;0.00;209.76;11h 0m;
7436;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.07.26 13:00:00;198.914;0.27;2024.07.26 15:00:00;198.390;-99.87;21860.94;OOS1;SL;-98.05;41.35;2h 0m;
7462;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.08.15 15:00:00;191.094;0.18;2024.08.16 02:00:00;191.841;93.65;21954.59;OOS1;Exit After X Bars;-30.19;113.89;11h 0m;
7477;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.08.29 10:00:00;191.456;0.25;2024.08.29 11:00:00;190.884;-100.79;21853.80;OOS1;SL;-99.10;4.33;1h 0m;
7482;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.09.02 11:00:00;192.951;0.26;2024.09.02 22:00:00;193.112;27.25;21881.05;OOS1;Exit After X Bars;-67.03;93.69;11h 0m;
7504;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.09.16 17:00:00;185.702;0.24;2024.09.17 04:00:00;185.693;-0.87;21880.18;OOS1;Exit After X Bars;-79.83;133.72;11h 0m;
7510;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.09.20 13:00:00;191.468;0.23;2024.09.23 00:00:00;191.613;23.71;21903.89;OOS1;Exit After X Bars;-90.53;82.72;2d 11h 0m;
7515;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.09.26 17:00:00;194.011;0.24;2024.09.27 04:00:00;194.888;146.49;22050.39;OOS1;Exit After X Bars;-23.28;153.85;11h 0m;
7516;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.09.27 08:00:00;195.817;0.24;2024.09.27 09:00:00;195.231;-99.09;21951.30;OOS1;SL;-97.46;24.12;1h 0m;
7521;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.10.02 17:00:00;193.546;0.21;2024.10.03 04:00:00;194.928;205.62;22156.91;OOS1;Exit After X Bars;-7.28;211.02;11h 0m;
7522;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.10.04 18:00:00;194.957;0.21;2024.10.07 05:00:00;194.771;-26.52;22130.40;OOS1;Exit After X Bars;-37.26;95.18;2d 11h 0m;
7528;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.10.09 18:00:00;195.114;0.24;2024.10.10 05:00:00;194.889;-32.29;22098.11;OOS1;Exit After X Bars;-64.53;21.62;11h 0m;
7534;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.10.18 09:00:00;195.947;0.3;2024.10.18 11:00:00;195.480;-99.12;21998.99;OOS1;SL;-97.09;19.96;2h 0m;
7541;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.10.23 05:00:00;197.101;0.33;2024.10.23 12:00:00;198.303;272.65;22271.64;OOS1;PT;-23.10;274.89;7h 0m;
7548;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.10.28 04:00:00;198.912;0.31;2024.10.28 12:00:00;198.460;-99.20;22172.44;OOS1;SL;-97.10;93.67;8h 0m;
7562;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.11.06 04:00:00;198.443;0.29;2024.11.06 07:00:00;197.946;-101.85;22070.59;OOS1;SL;-99.88;120.38;3h 0m;
7604;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.12.09 12:00:00;192.250;0.28;2024.12.09 23:00:00;192.779;100.75;22171.35;OOS1;Exit After X Bars;-40.17;224.12;11h 0m;
7610;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.12.16 17:00:00;195.507;0.3;2024.12.17 04:00:00;195.536;6.82;22178.16;OOS1;Exit After X Bars;-61.12;79.42;11h 0m;
7613;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.12.19 08:00:00;196.045;0.3;2024.12.19 09:00:00;197.324;263.87;22442.03;OOS1;PT;0.00;265.90;1h 0m;
7623;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.12.24 15:00:00;197.413;0.29;2024.12.24 18:00:00;196.925;-100.04;22342.00;OOS1;SL;-98.07;42.00;3h 0m;
7628;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2024.12.27 15:00:00;198.181;0.31;2024.12.30 02:00:00;198.582;86.96;22428.96;OOS1;Exit After X Bars;-35.23;113.22;2d 11h 0m;
7637;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.01.06 07:00:00;196.267;0.3;2025.01.06 18:00:00;197.037;158.05;22587.01;OOS1;Exit After X Bars;-92.93;236.59;11h 0m;
7649;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.01.14 00:00:00;192.582;0.26;2025.01.14 03:00:00;192.040;-99.42;22487.59;OOS1;SL;-97.66;58.38;3h 0m;
7666;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.01.24 04:00:00;193.166;0.3;2025.01.24 05:00:00;192.689;-101.20;22386.39;OOS1;SL;-99.17;107.90;1h 0m;
7667;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.01.24 16:00:00;194.379;0.3;2025.01.27 01:00:00;193.898;-99.21;22287.18;OOS1;SL;-100.00;76.09;2d 9h 0m;
7677;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.02.03 17:00:00;192.145;0.25;2025.02.03 18:00:00;191.584;-98.89;22188.29;OOS1;SL;-97.19;26.85;1h 0m;
7686;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.02.11 13:00:00;188.355;0.26;2025.02.11 22:00:00;189.787;256.26;22444.55;OOS1;PT;-29.55;258.02;9h 0m;
7687;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.02.12 03:00:00;190.812;0.27;2025.02.12 14:00:00;191.265;82.93;22527.48;OOS1;Exit After X Bars;0.00;171.77;11h 0m;
7696;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.02.19 00:00:00;192.058;0.28;2025.02.19 03:00:00;191.555;-99.50;22427.98;OOS1;SL;-97.60;19.02;3h 0m;
7700;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.02.21 04:00:00;190.454;0.29;2025.02.21 13:00:00;189.963;-100.64;22327.34;OOS1;SL;-98.68;96.26;9h 0m;
7711;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.02.27 11:00:00;189.962;0.27;2025.02.27 15:00:00;189.441;-99.31;22228.03;OOS1;SL;-97.48;26.01;4h 0m;
7715;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.03.03 13:00:00;191.281;0.25;2025.03.03 17:00:00;190.712;-100.27;22127.76;OOS1;SL;-98.58;119.72;4h 0m;
7717;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.03.04 23:00:00;191.705;0.22;2025.03.05 10:00:00;191.595;-16.19;22111.57;OOS1;Exit After X Bars;-81.57;57.93;11h 0m;
7723;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.03.11 12:00:00;190.643;0.21;2025.03.11 23:00:00;191.370;104.38;22215.95;OOS1;Exit After X Bars;-61.56;150.33;11h 0m;
7746;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.03.27 13:00:00;195.115;0.29;2025.03.28 00:00:00;195.553;88.78;22304.73;OOS1;Exit After X Bars;-59.49;171.63;11h 0m;
7749;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.04.02 01:00:00;193.786;0.28;2025.04.02 10:00:00;193.278;-100.47;22204.26;OOS1;SL;-98.57;0.00;9h 0m;
7765;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.04.09 20:00:00;187.264;0.17;2025.04.09 21:00:00;189.339;243.30;22447.57;OOS1;PT;0.00;244.46;1h 0m;
7768;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.04.11 20:00:00;188.082;0.16;2025.04.14 03:00:00;187.211;-96.16;22351.41;OOS1;SL;-96.58;40.14;2d 7h 0m;
7785;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.04.22 19:00:00;188.543;0.25;2025.04.23 06:00:00;188.837;51.59;22403.00;OOS1;Exit After X Bars;-51.80;243.24;11h 0m;
7789;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.04.25 10:00:00;191.141;0.26;2025.04.25 10:00:00;190.593;-100.50;22302.50;OOS1;SL;-98.74;17.48;0s;
7795;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.05.01 08:00:00;191.502;0.31;2025.05.01 16:00:00;192.798;276.32;22578.82;OOS1;PT;-28.79;278.42;8h 0m;
7807;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.05.08 15:00:00;193.015;0.32;2025.05.09 02:00:00;193.219;46.08;22624.90;OOS1;Exit After X Bars;-89.15;106.67;11h 0m;
7809;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.05.12 10:00:00;194.551;0.33;2025.05.12 17:00:00;195.739;269.45;22894.35;OOS1;PT;0.00;271.68;7h 0m;
7840;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.06.03 15:00:00;193.690;0.35;2025.06.03 19:00:00;194.769;259.34;23153.69;OOS1;PT;-26.68;261.71;4h 0m;
7865;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.06.19 12:00:00;195.114;0.34;2025.06.19 23:00:00;195.874;176.77;23330.46;OOS1;Exit After X Bars;0.00;197.45;11h 0m;
7868;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.06.23 08:00:00;197.463;0.35;2025.06.23 19:00:00;197.566;22.61;23353.07;OOS1;Exit After X Bars;-52.63;177.79;11h 0m;
7873;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.06.25 09:00:00;197.948;0.35;2025.06.25 20:00:00;198.402;107.75;23460.82;OOS1;Exit After X Bars;-56.51;150.62;11h 0m;
7889;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.07.07 09:00:00;197.573;0.38;2025.07.07 11:00:00;197.198;-101.33;23359.50;OOS1;SL;-98.75;7.11;2h 0m;
7890;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.07.07 16:00:00;198.649;0.38;2025.07.08 03:00:00;198.735;23.64;23383.14;OOS1;Exit After X Bars;-37.39;92.70;11h 0m;
7893;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.07.10 10:00:00;199.244;0.39;2025.07.10 13:00:00;198.876;-102.10;23281.04;OOS1;SL;-99.46;1.89;3h 0m;
7902;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.07.15 17:00:00;199.461;0.39;2025.07.16 04:00:00;199.523;17.78;23298.82;OOS1;Exit After X Bars;-97.30;29.73;11h 0m;
7932;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.07.31 10:00:00;198.390;0.4;2025.07.31 11:00:00;198.032;-101.95;23196.87;OOS1;SL;-99.24;0.00;1h 0m;
7940;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.08.07 14:00:00;197.827;0.38;2025.08.07 15:00:00;197.448;-102.38;23094.49;OOS1;SL;-99.81;25.81;1h 0m;
7951;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.08.18 16:00:00;200.171;0.4;2025.08.18 18:00:00;199.819;-100.28;22994.21;OOS1;SL;-97.57;26.61;2h 0m;
7980;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.09.02 09:00:00;200.207;0.47;2025.09.02 10:00:00;199.900;-103.17;22891.04;OOS1;SL;-99.99;18.89;1h 0m;
7999;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.09.15 13:00:00;200.545;0.48;2025.09.15 17:00:00;200.245;-103.04;22787.99;OOS1;SL;-99.79;66.86;4h 0m;
8003;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.09.17 22:00:00;200.211;0.49;2025.09.18 09:00:00;200.349;57.35;22845.34;OOS1;Exit After X Bars;-59.09;53.99;11h 0m;
8005;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.09.22 00:00:00;201.259;0.46;2025.09.22 00:00:00;200.950;-101.62;22743.72;OOS1;SL;-98.50;83.84;0s;
8030;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.10.06 00:00:00;200.742;0.47;2025.10.06 00:00:00;200.074;-220.76;22522.97;OOS1;PT;-217.57;0.00;0s;
8033;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.10.07 21:00:00;203.893;0.39;2025.10.08 08:00:00;204.066;47.78;22570.75;OOS1;Exit After X Bars;-39.73;157.03;11h 0m;
8046;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.10.16 11:00:00;203.243;0.35;2025.10.16 16:00:00;202.833;-101.81;22468.93;OOS1;SL;-99.45;45.11;5h 0m;
8048;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.10.17 21:00:00;202.233;0.34;2025.10.20 00:00:00;201.814;-97.83;22371.10;OOS1;SL;-98.72;2.36;2d 3h 0m;
8052;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.10.21 12:00:00;203.146;0.34;2025.10.21 17:00:00;202.723;-101.97;22269.13;OOS1;SL;-99.67;89.54;5h 0m;
8068;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2025.10.30 09:00:00;202.289;0.36;2025.10.30 20:00:00;202.722;105.59;22374.72;OOS1;Exit After X Bars;0.00;242.00;11h 0m;
